sample	TCGA-ZS-A9CG-01
ASB17	0.0
ASB18	0.0
NME1-NME2	6.792
YIF1A	11.1463
C14orf28	7.3649
DHCR7	11.507
CASP10	7.2396
OR4K15	0.0
CASP12	1.2455
AFG3L2	10.2977
CASP14	0.0
TATDN3	9.026
SERPINB9	6.8168
FAM5B	1.2455
TATDN2	10.051
TROVE2	10.0905
C18orf62	0.0
LOC401052	4.7936
XPOT	10.0397
NBEAL2	7.5292
AVIL	5.1684
TCHHL1	0.0
LRP1B	0.0
ZFP2	4.6033
OR4K14	0.0
GNB2L1	14.2644
ANKMY1	8.2928
ANKMY2	8.7872
TLE2	7.8624
MYCBP2	9.5139
SERPINB8	4.8633
PTBP2	7.2396
PTBP1	12.2615
NNT	12.5303
TYW1B	6.7723
DOK7	6.1758
FAM19A4	0.0
FAM19A5	0.0
FAM19A2	4.7205
FAM19A3	0.0
FAM19A1	0.7532
HK2	7.2462
HK3	4.6435
ZBTB6	7.3887
HK1	8.0344
TUSC3	5.3246
CACNG3	0.0
CT62	0.0
ZNF445	8.2414
CACNA2D2	1.9038
CACNA2D3	7.2656
ATP2B3	4.4758
CACNA2D1	1.2455
ATP2B4	11.0876
CACNA2D4	4.0073
VSIG1	0.7532
FDPS	12.0896
YWHAZ	13.0208
MTCH1	11.5643
GPR160	5.5734
MLC1	1.9038
ZNF80	0.0
CACNG4	9.6233
TFPI2	5.5524
MSRA	8.7555
SUPT4H1	10.332
TBX1	0.0
ZWILCH	6.6198
XRN1	9.0523
CYP27C1	2.5357
NR1I2	10.7276
TBX6	5.6541
C6orf225	6.8081
TNF	0.0
FBXO5	6.3677
BATF	5.3731
LOC100130264	0.0
TRIM6	5.4201
FBXO6	8.7184
LOC148413	9.5312
PABPC1	15.0736
MACF1	11.1944
LOC653786	2.9736
PABPC5	0.0
PHLPP2	7.6603
FBXO9	10.2288
DQX1	0.0
EED	7.6863
MAPKAPK5	8.5041
TSSK6	6.12
MAPKAPK3	8.327
MAPKAPK2	11.8496
PDHX	9.6613
ZFHX4	8.6755
ZNF804A	0.0
GOLPH3	11.7201
LOC400891	0.0
PIK3R5	6.3677
PIK3R4	9.2553
PIK3R3	9.3882
PIK3R2	10.0321
PIK3R1	12.5177
CTNNBL1	11.3702
ZNF107	4.1809
PDHB	10.6589
FAM83H	12.1543
LOC286367	3.6615
ZNF235	5.2271
PTPRN2	6.5995
TMEM38A	7.3223
PDIA4	12.783
TIAL1	9.8757
SLC10A2	0.0
OR4A5	0.0
C15orf5	0.0
C15orf2	0.0
PMFBP1	3.7376
LOC643763	0.7532
NAIP	4.384
HACE1	6.2813
HEXIM1	9.9958
DENND5B	9.1669
DENND5A	9.5539
HEXIM2	7.8776
PTCRA	2.1465
CATSPER2P1	5.5228
ELFN1	9.2192
LOC284632	0.0
ARMCX6	4.8289
ZNF532	6.1758
LRRC18	0.0
LRRC19	1.2455
AQP7P3	5.5312
LRRC17	4.1809
AQP7P1	8.4678
LRRC15	1.9038
LRRC10	0.0
LOC284798	0.0
C14orf105	8.2316
C14orf104	8.964
BAT5	10.6632
C14orf106	6.4148
C14orf101	7.752
BAT2	11.3177
BAT1	11.5953
C14orf102	8.0863
CRLS1	12.8854
RAB3C	0.7532
OR10J1	0.0
C14orf109	7.4635
AASDHPPT	9.5864
SMEK2	10.8197
ARMCX5	8.565
XCL1	1.2455
LOC730811	0.0
TOMM40L	9.3255
RAB3A	5.9703
ATP8B5P	5.1956
TMEM202	1.6119
OR7E91P	0.0
IDS	10.9478
RRS1	10.4372
ARMC6	9.5954
RBKS	9.0298
NFATC3	9.1391
GLIPR1L1	0.0
GLIPR1L2	4.6033
CDRT15P	1.6119
TNFAIP8L3	5.6929
IDE	8.6828
ZNF204P	2.5357
LRG1	13.429
NCAM2	0.0
TNFAIP8L2	4.0073
CCDC101	8.5226
FAHD2B	0.7532
CCDC103	5.0834
ARMC5	9.6233
CCDC105	0.0
CCDC104	8.3991
CCDC107	10.0746
CGN	10.7112
CGA	0.7532
CCDC108	2.5357
HIATL2	4.384
CGB	0.0
BICD2	9.0855
POLD1	8.7231
POLD2	11.1323
LOC641298	3.4543
POLD4	11.3146
RPRM	1.2455
PML	10.1254
REEP3	8.5806
REEP2	0.7532
DLC1	9.7641
ARMCX3	7.1239
PI4KAP2	7.1998
REEP6	10.5842
CECR1	8.9299
CECR2	6.2685
FUBP1	9.2601
CECR4	2.9736
CECR5	10.3542
CECR6	1.9038
CECR7	0.7532
NUB1	10.5945
ARL6IP6	7.5504
ARL6IP5	11.2939
ARL6IP4	12.2723
TLR4	8.3484
ARL6IP1	12.4103
CHRNA4	0.0
CHRNA5	5.6344
CHRNA6	0.0
CHRNA7	0.0
FER	4.7936
CHRNA1	3.0944
CHRNA2	0.7532
CHRNA3	2.5357
SAV1	10.2806
ARMCX2	4.8633
USF2	11.3262
CHRNA9	0.0
MAPK8IP2	7.2784
MAPK8IP3	8.5519
MT1DP	3.6615
CEP152	4.5621
DICER1	9.7202
PLAC1L	0.0
ID4	4.384
TLR5	4.9297
ID2	11.145
ID3	8.2316
ID1	7.7474
TIGD3	5.8554
LOC100302401	4.4913
SLFNL1	2.3542
?|652919	0.0
HP1BP3	10.8686
FAM18B2	7.6375
CPAMD8	5.8724
CHGB	0.0
SNORD26	0.0
TCF7L2	9.693
NCRNA00032	0.7532
OR10AD1	0.0
MSN	13.3463
LENEP	0.0
LEPREL2	4.384
LEPREL1	7.145
TIGD2	7.9084
NECAB3	8.5091
COL20A1	0.0
LOC100268168	2.5357
OPLAH	12.2396
SEC31A	12.0336
XBP1	13.666
UBOX5	8.1949
ANKRD5	6.7357
ANKRD6	6.7738
ANKRD7	0.0
ZNF846	6.2685
ANKRD1	6.1482
ANKRD2	1.6119
AQR	9.043
ANKRD9	5.9545
BCMO1	3.5811
AHDC1	8.3991
GLI3	2.6969
GLI1	3.4961
TFIP11	10.5114
AQP12B	0.0
AQP12A	0.0
FSHR	0.0
DISP1	9.6641
MPPE1	8.69
DISP2	3.5811
YME1L1	11.3851
TMEM145	3.0944
PEF1	11.0268
GDNF	3.9445
LONP2	11.3142
COL8A2	3.4056
COL8A1	6.4263
HNRNPA1L2	10.7954
PDGFD	7.9767
TSGA14	6.9103
HCCS	8.4817
MTMR8	0.7532
GTF2E2	7.7566
SPATA3	0.7532
DMKN	3.4056
UBA7	10.2105
SPATA2	8.7208
SPATA1	1.2455
SNORD114-7	0.0
RCC1	6.6188
RCC2	9.7945
TLR9	3.7092
LPHN1	7.5452
SPATA7	6.877
ATPBD4	6.717
SPATA6	5.1684
CWH43	1.2455
RDBP	10.4463
SIGLEC8	3.4056
CD5L	6.4827
NBL1	8.2184
FOLR4	0.0
DNM1L	9.526
LETMD1	10.6305
SIGLEC7	3.4961
FOLR1	5.8892
FOLR2	7.7382
FOLR3	1.2455
DUOXA1	0.0
RANGRF	5.4226
DUOXA2	0.0
SFRS2IP	10.6723
FHIT	8.9238
KRTAP1-1	1.2455
HSPA2	7.7101
ZNF70	5.1956
PROCA1	5.6736
FTMT	0.0
TRAM1L1	1.9038
LAPTM5	9.8481
B2M	15.8424
HSPA7	8.5806
WHSC1L1	7.8453
FLJ42393	0.0
HSPA6	14.3243
HSFX2	4.9931
HSPA5	14.2509
NR0B2	9.0981
NR0B1	0.0
HSPA4	11.6344
PTPLA	1.6119
NT5DC3	8.405
TBC1D22A	9.2159
HRSP12	13.254
RPSA	12.3026
SPTLC2	9.6738
SPTLC3	9.4418
DRAP1	10.7241
ABCD1	9.7284
ABCD3	12.0003
ABCD2	5.1406
RARS2	9.239
ABCD4	9.9162
C2CD3	7.3709
C2CD2	8.816
KRTAP1-3	0.0
HSPA8	14.443
ZNF43	3.0944
SIRPA	10.0151
LOC100131496	2.8419
TOM1	11.8312
SIGLEC5	3.0944
TUBD1	6.6496
TMEM19	9.2126
RRBP1	13.2355
TRAPPC9	10.9786
PI3	0.0
LIN52	6.3556
SPANXC	0.0
TRAPPC1	10.3797
TRAPPC3	10.05
TRAPPC2	7.9884
TRAPPC5	9.8715
TRAPPC4	8.6755
PRPH	0.0
BAK1	7.4691
PPAN-P2RY11	0.0
SIM2	4.7205
TMEM129	10.4293
SBSN	0.7532
CSN2	7.2396
CSN3	6.0471
RHBG	12.0476
PPP1R14A	6.4716
UTS2D	1.9038
KRTAP1-5	0.0
ZNF232	6.5476
KIAA1274	5.7119
PRRT1	3.3091
ST6GALNAC3	6.12
ZC4H2	6.12
KIAA1279	8.5253
TSNAXIP1	5.2744
PDCD10	8.6561
PRRT3	5.443
PFN1	12.9078
CYP2U1	7.513
LILRB5	7.066
ATPIF1	11.7759
C15orf17	8.7137
LILRB2	5.7119
LILRB1	4.4758
DGAT1	10.9603
KIR2DS4	1.6119
DGAT2	11.3392
TNFRSF21	10.1076
MTCP1	3.874
PSMG4	7.7793
TBC1D10B	8.9856
GRAP2	6.7075
ABCA17P	2.5357
PSMG1	8.6731
PSMG2	9.0298
PSMG3	8.6188
RRN3P3	3.9744
KSR1	7.9042
KSR2	4.3359
TIMM17B	9.3371
DSEL	6.6397
SLC35D3	0.0
PPIH	7.8148
GRAPL	1.422
GATAD2B	9.3325
C20orf43	10.9423
NRK	0.7532
C20orf46	5.7854
CNTFR	1.6119
TACR3	0.0
TACR2	4.1254
TACR1	2.1465
DIMT1L	8.0494
KCNH5	0.0
KCNH4	1.2455
KCNH7	0.0
KCNH6	0.0
KCNH1	2.1465
KCNH3	1.9038
KCNH2	1.6119
PPIC	9.2585
KCNH8	0.0
PPIB	13.6718
SNORD45C	0.0
LOC388789	9.7956
C9orf119	9.0241
OR5T2	0.0
CCDC85A	5.8033
SERBP1	12.9019
SNORD111B	0.0
MRPL53	10.2176
C9orf110	1.9038
C9orf117	1.2455
C9orf116	7.2462
C9orf114	9.3407
LOC731779	0.0
PNMA5	0.0
SLC28A1	9.8651
NUP133	9.6031
PRNP	10.876
LIN37	7.5484
KIAA0586	7.5292
FOXM1	5.6363
ZER1	9.3598
NDUFAF3	10.7786
FKTN	8.1222
OR2H2	0.0
OR2H1	0.0
URB2	7.8148
WBSCR22	10.3237
GDAP2	8.205
GDAP1	6.7813
LOC285735	0.0
ZSWIM6	7.3468
ZDHHC21	4.9931
LOC285733	10.2606
LRRC70	5.3912
DNALI1	8.5118
GCSH	6.4937
ZSWIM7	7.9256
LOC100130557	5.6543
AP3D1	11.6263
PTTG1	4.5196
ZSWIM1	7.1795
LOC340357	0.0
ILDR2	0.0
ILDR1	0.7532
SNORD18A	0.0
FAM71E1	5.6627
FAM71E2	0.0
MEIS3P1	5.986
SULT1A1	10.9568
OSTalpha	11.5492
SULT1A2	6.3677
BARX2	0.0
RBBP7	10.3565
CABYR	1.9038
BARX1	0.0
IL3RA	7.561
NOL8	9.0011
CHTF18	8.0717
C19orf18	2.5357
NOL4	0.0
NOL7	9.1125
NOL6	9.7037
OLIG2	0.0
C19orf12	10.312
NOL3	9.2666
C19orf10	11.3788
TTTY2	0.0
NIPSNAP1	13.1822
OR9I1	0.0
TTTY6	0.0
TTTY7	0.0
FAM156A	8.4224
TTTY5	0.0
USP1	8.956
TMEM52	7.3346
TTTY8	0.0
KRTAP9-8	0.0
DCAKD	9.7833
TMEM53	9.4675
TMEM70	11.1186
TNFSF9	3.6615
CLPTM1	12.5115
C17orf39	8.5909
RAB7L1	9.8078
C17orf37	9.7002
LOC145783	5.3527
CDC40	9.1958
CDC42	11.8515
NEK10	4.3359
KRTAP9-9	0.0
TAS2R13	0.0
NADSYN1	9.0011
TECR	11.3806
PGLYRP3	0.0
PGLYRP2	9.1617
PGLYRP1	0.7532
ACRV1	0.0
PDDC1	9.9556
CHAF1B	4.0073
VCY	0.0
BIN1	10.1254
BIN3	8.2928
BIN2	5.5524
RGS22	1.2455
RGS21	0.0
RGS20	0.0
DPYD	9.6966
SNORA36C	0.0
UBTF	11.1576
PIPSL	8.5172
CDCA2	0.7532
CDCA3	3.4961
YLPM1	9.4246
CDCA7	4.0675
CDCA4	6.6298
CDCA5	6.3677
CDCA8	4.2861
MID1	8.6585
GFAP	2.5357
UTS2	0.0
RADIL	3.0944
FAM108C1	8.3665
XYLT1	7.1239
METAP1	9.2666
METTL11B	0.0
ZNF717	5.3246
RSF1	8.5091
TTTY20	0.0
VPS53	9.0945
OR2Z1	0.0
OAF	13.2939
KCNF1	0.0
PLB1	3.5811
SLC31A1	11.9395
MUC4	0.7532
PCDH18	3.3091
SASH1	9.4797
CT47A7	0.0
CT47A6	0.0
TCL1A	0.7532
PCDH19	2.1465
CT47A2	0.0
CT47A1	0.0
ZSCAN12P1	3.5811
FLJ10213	1.6119
RG9MTD3	6.1057
CYB5A	13.7027
CT47A9	0.0
RALB	9.2325
TMLHE	8.776
SNORD109B	0.0
TFEB	8.936
ZFAND2B	9.7156
POU3F3	1.6119
SS18L2	8.5754
NBPF22P	0.0
TP53TG1	8.4537
IGDCC3	0.7532
DMRTC1B	0.0
TMEM63A	10.3337
HLA-DMA	10.1192
PCK2	14.4421
RRP7B	5.3731
NPAS4	0.0
SYTL1	4.3359
SYTL3	4.9297
SYTL2	5.3731
OR51Q1	0.0
FADS3	8.6438
POMT1	9.7366
SPRED2	9.7687
PTHLH	2.6969
OR10K2	0.0
OR10K1	0.0
OR10G4	0.0
RNU6ATAC	0.0
ZNF652	9.9172
OR10G3	0.0
KIR3DP1	0.0
OR10G2	0.0
WDFY1	9.755
LOC100272217	5.5312
LOC100272216	0.7532
ASTL	0.0
KRT73	1.2455
FAM182B	3.8099
PRL	0.0
FAM182A	0.0
PLEKHH3	8.5702
PLEKHH2	3.4961
PLEKHH1	5.0916
RELT	5.2486
ESRP2	9.7979
ESRP1	0.0
PPP1R2P9	0.0
RELN	10.888
RELB	7.8496
NANOS1	7.138
HDGF	13.1798
PRX	7.1658
ZMPSTE24	10.5906
MRPL36	8.8888
CRISPLD2	7.7838
CRISPLD1	0.0
ATM	8.8971
MRPL32	10.1673
MRPL33	9.2472
MRPL30	9.5475
PTRH2	9.1391
CLEC17A	0.0
SNORD45B	0.0
ZNF550	7.4466
PTH2R	1.6119
MRPL38	10.6837
CYYR1	8.0307
FAM69C	0.0
ESX1	0.0
FAM69A	6.7075
FAM92B	0.0
KLK4	10.0179
DMRTC1	0.0
DMRTC2	0.0
KLK7	0.0
KLK8	0.0
KLK9	0.0
THOC1	7.4063
THOC7	9.4643
THOC6	8.8693
THOC5	8.9797
PRRG1	8.3844
PRRG2	5.6736
TTTY23	0.0
SNORD45A	0.0
SOX9	8.4927
ZNF670	3.8788
RHBDL2	2.9736
RHBDL3	7.9125
LOC144486	1.6119
RHBDL1	6.2685
PARP16	8.785
TRIM6-TRIM34	0.0
HSD3B7	10.7317
FLJ42709	7.0057
HSD3B1	4.6825
HSD3B2	2.1465
MTRR	9.4741
LOC100129034	10.9575
ADAM32	0.7532
YWHAG	12.0965
CD300A	7.0586
WHSC2	8.9738
CD300E	0.0
CLUAP1	8.0293
FOXP3	4.6351
COPS8	9.5138
FOXP1	10.0141
RCCD1	8.1538
ADAM30	0.0
FOXP4	10.6116
MSL3	8.0899
COPS2	10.5861
COPS3	9.5193
SAA4	11.011
COPS6	11.0149
NUP85	8.956
COPS4	9.4559
COPS5	11.5662
YTHDF3	12.0271
PPOX	9.2857
YTHDF1	10.3722
ZNF596	4.5196
MDGA1	7.1519
GTSF1	0.0
ZNF595	6.3796
ZNF598	9.8286
PARP11	6.877
TMEM72	0.0
MYCN	2.5357
KIAA0802	4.6435
SREBF1	10.2321
PLCH2	5.5097
SPOP	10.2097
TKT	12.4396
PLCH1	3.8788
VEZF1	9.5526
SHOX2	1.2455
NLK	8.4872
FDFT1	11.0674
FAM135A	7.1239
FAM135B	3.7376
NLN	8.8571
IGF2	12.568
?|100130426	0.0
IGF1	10.4228
DLD	11.365
TMED5	11.8866
NUDT1	6.4827
NUDT2	9.2226
NUDT3	8.0717
NUDT4	10.1307
NUDT5	10.3792
NUDT6	9.7142
NUDT7	9.0241
TFPI	12.4197
TWSG1	8.1915
SEPN1	10.0537
PVR	10.8564
TK2	10.6116
OR2B11	0.0
SNORA81	0.7532
PHLDB1	8.2959
COL16A1	4.9931
PHLDB3	9.0745
NTHL1	9.3673
LARS	10.1552
OR2M4	0.0
SST	0.0
ZNF628	7.3649
FLJ42875	3.9445
MAL	3.4961
CYP27A1	13.5393
MEF2B	5.012
MEF2A	9.7701
FETUB	8.4281
DDRGK1	11.5249
TP53BP1	7.8453
MSLN	2.1465
FBXL20	7.2847
FBXL21	2.8529
FBXL22	4.2538
LOC100286844	4.1197
EPHX1	16.947
EPHX2	11.68
ARGFXP2	0.0
EPHX4	0.7532
ZNF333	5.9222
ZNF330	9.9958
FAM168A	6.8854
TEX15	0.0
RPLP2	13.3229
NSL1	9.1107
RPLP0	14.937
TEX11	0.0
TEX10	7.6718
PEBP4	4.8633
CD300LG	9.6043
CD300LF	4.1809
SLCO1B1	11.6633
CD300LD	0.0
CD300LB	2.3542
SGSM3	10.163
MALAT1	8.9018
LRRC3B	5.5097
RSC1A1	8.6638
ECD	9.1496
SFRS1	11.5924
NOTCH2NL	9.2566
SLC7A5P1	1.2455
LOC100133893	0.0
NFKBIB	9.3248
LOC157627	0.0
CIB2	3.5811
CIB3	0.7532
MAPKSP1	9.3279
CIB1	11.511
PRIMA1	6.4263
CIB4	0.0
THYN1	9.5735
TTC3	11.3921
HBXIP	10.5169
SLC7A5P2	2.446
TTC29	0.0
ARID3A	4.9618
CG030	2.8419
EVC	8.3709
NTF4	0.0
MTMR12	9.6043
MTMR11	10.1682
LOC285830	5.5237
UGDH	11.2323
CELSR3	4.8289
ARID3C	3.8099
CELSR1	9.0279
RABL2B	7.6948
KIAA1045	1.2455
PTCHD2	1.2455
PTCHD1	0.0
BBX	9.4838
NEK6	10.5996
LOC200030	9.6592
CXADR	9.5526
C14orf129	8.5832
C14orf128	6.4148
SUPT3H	4.6825
MFSD10	8.205
LRRC30	0.0
LRRC31	0.0
LRRC32	9.2889
LRRC33	5.6929
LRRC34	4.384
C14orf126	7.9994
LRRC36	2.5357
LY6G5B	4.1254
MFN2	11.4515
MFN1	8.2016
NUDT9	9.4587
ZNF33B	8.5009
FAM166A	5.0557
FAM117A	8.528
FAM117B	6.2556
PATL1	9.8694
THTPA	8.5934
NAA50	10.7188
MAD2L2	9.675
RPS26P11	0.7532
FAM9A	0.7532
SVIL	9.4781
KTN1	11.912
TCEB3	11.0902
TCEB2	11.6366
TCEB1	10.8462
IQSEC1	11.6026
C20orf191	0.0
C20orf197	1.6119
BMPER	0.7532
C20orf195	0.0
C20orf194	6.8937
CLCNKA	4.1254
C20orf199	10.1802
CLCNKB	0.7532
LRP2BP	5.3968
OR5D13	0.0
FAM90A1	1.6119
IQSEC2	5.8892
FAM90A7	0.0
SERPINA3	16.5147
PURB	9.4545
VPREB1	0.0
CCDC160	0.0
KRTAP6-3	0.0
KRTAP6-2	0.0
KRTAP6-1	0.0
OR5D14	0.0
SATB1	5.9545
RIC3	1.9038
OXSR1	9.2618
OR5D16	0.0
ST3GAL3	9.2825
ST3GAL2	9.5044
ST3GAL1	12.6125
SGPP1	9.4657
ST3GAL6	10.8451
ST3GAL5	8.7872
ST3GAL4	9.9783
C7orf28A	9.2698
NINJ1	10.9312
NINJ2	5.172
C7orf28B	7.7289
GALNS	8.1983
ZNF451	9.1339
SNORD15B	0.7532
NEK2	3.4056
NPSR1	0.0
ATF6B	10.6832
SNORA74B	0.0
TJAP1	9.2553
SLC16A9	3.4056
MAGEA12	1.2455
CYP7B1	9.8736
MAGEA10	0.0
OSBPL8	9.2042
SLC16A1	11.9723
TUFM	13.1865
SLC16A3	8.5333
SLC16A2	12.3471
SLC16A5	4.384
NPY2R	0.0
SLC16A7	6.2813
CEP135	4.7205
ARHGAP30	6.9347
ARHGAP31	7.9207
ARHGAP32	8.8614
ARHGAP33	5.9222
BCKDHB	10.203
ARHGAP36	0.0
BCKDHA	12.1289
WIPF3	5.1123
ARHGAP39	7.2591
WIPF1	7.5869
CMKLR1	6.0015
LOC100132111	3.8788
MON1B	8.8677
FLJ43390	0.0
ZNF836	5.8209
DYNLL1	11.467
LYVE1	7.2974
DYNLL2	10.6522
PRDM5	2.3542
KHDC1	0.0
UQCRQ	13.9046
SNORD114-22	0.0
SNORD114-23	0.0
RBM4B	8.4108
PIBF1	6.877
SNORD114-26	0.0
SNORD114-27	0.0
SNORD114-24	0.0
SNORD114-25	0.0
SNORD114-28	0.0
LOC647946	1.2455
UQCRB	13.596
SNORA53	1.2455
CACNA1H	7.3407
CACNA1I	9.7561
GPS2	9.7962
SNORA52	0.0
CACNA1A	1.2455
CACNA1B	0.0
CACNA1C	5.6344
CACNA1D	5.2997
CACNA1E	0.0
CACNA1F	1.2455
CACNA1G	1.2455
PTAFR	2.6969
SPINLW1	0.0
LYPLA1	11.7422
ATP6V0D2	3.5811
ATP6V0D1	10.9428
CACNA1S	1.2455
TTN	5.1623
FCAR	1.2455
FLCN	9.6677
SFRP4	5.9384
KIF19	2.8419
BMP8A	3.4961
BMP8B	3.0944
PRDM7	2.1465
HOTAIR	0.0
SNORD115-41	0.0
BGLAP	5.8233
PHB2	12.3065
SNORD115-40	0.0
SLC15A2	2.5357
COIL	8.431
SLC15A1	3.4961
TOR2A	8.0193
P2RX6P	0.0
CARHSP1	10.8479
RBM41	7.9884
RBM42	10.886
RBM43	7.1024
RBM44	2.3542
RBM45	6.8515
CDY1B	0.0
RBM47	9.3417
LLGL1	7.1239
PQBP1	9.9059
TMOD1	9.9648
TTC15	9.4432
SLC22A16	1.6119
TTC17	10.0832
OAT	11.989
RP9P	6.7357
TTC13	7.5345
SLC22A17	3.8099
TTC19	9.8881
QRFPR	1.6119
C4orf29	6.9902
PRDM1	6.2685
EPGN	0.0
FAM48A	7.7604
C4orf21	5.2224
C3orf65	0.0
C4orf23	7.513
C3orf67	5.3491
LOC144742	1.2455
C3orf62	7.1239
C3orf63	9.7433
S100A11	11.2535
SLC31A2	9.7845
ZFP92	1.2455
ZFP90	8.0193
ZFP91	10.208
ZNF839	8.1008
PDIK1L	8.324
RICTOR	8.4396
S100A13	10.3633
LMO1	1.6119
PPM1G	10.7633
PPM1F	9.6616
PPM1E	1.669
PPM1D	7.4579
ABCF3	10.4279
ABCF2	9.637
ABCF1	10.5562
RNF148	1.2455
EGR2	5.2224
C4BPA	15.4662
C4BPB	13.1521
EGR1	11.5396
PPM1K	6.6298
PPM1J	4.384
EGR4	0.0
PPM1H	7.752
RTN4RL1	6.5476
FLJ33630	7.2396
PJA1	8.3454
LOC728643	5.9222
LOC728640	4.9931
PJA2	11.3461
CHEK2	6.7903
LMO2	7.1024
CHEK1	7.4579
DALRD3	8.9719
UPF3B	8.5702
INF2	11.306
NSMCE2	9.5152
PRKAB1	10.8473
SIKE1	9.0336
LIN28B	0.0
PAX5	2.1465
PAX4	0.0
PAX7	0.0
PAX6	5.8209
PAX1	0.0
PAX3	0.0
KPRP	0.0
PCDHA10	2.3867
AHCYL1	12.4043
PCDHA12	0.0
PCDHA13	0.0
PAX9	0.7532
PAX8	6.4716
PTPN5	1.6119
PTPN4	7.2265
GINS2	5.5312
GINS3	5.3246
GINS1	5.1956
PROK1	4.2861
GINS4	4.8633
BTF3	12.5775
DDR2	4.4758
PLD4	2.3542
DDR1	7.7289
BARHL1	0.0
LRCH4	9.0011
GRK6	8.4927
NNMT	12.3232
LRCH1	8.7301
LRCH2	3.4961
GRK7	0.7532
MBD3L1	0.0
MBD3L2	0.0
MBD3L5	0.0
PTDSS1	11.7566
AGBL5	9.1959
AGBL4	1.6119
AGBL3	2.9736
AGBL2	3.3091
AGBL1	0.0
PLD5	0.7532
UBE3C	10.6311
C15orf39	8.2544
C15orf38	7.804
ALG10B	6.8256
ARRB2	8.7301
SNORD1A	0.0
SNORD1B	0.0
ARRB1	6.6692
CHCHD10	11.6691
SUSD2	6.1758
ADPRH	6.6298
C15orf32	0.0
C15orf34	5.6344
C15orf37	8.2359
ADI1	14.7867
CNTD2	1.6119
PILRA	5.3731
PLD6	6.1758
SNAP25	3.4961
ZEB1	9.1828
GPNMB	9.5774
SLC7A13	0.0
PSMA2	11.5573
AKAP8L	9.6094
C9	8.4108
PSMA1	10.9946
PSMA6	11.0683
PSMA7	11.7526
OBSL1	11.414
PSMA5	11.0149
C3	17.2028
C2	13.7977
PSMA8	0.0
DSG1	10.0556
C7	9.0448
C6	12.2739
C5	13.5584
CEMP1	8.7726
FBXO45	8.0717
FBXO44	9.5354
FBXO47	0.0
FBXO46	8.6707
FBXO41	3.4961
FBXO40	0.0
FBXO43	4.5196
FBXO42	9.4879
EIF2C4	7.1795
DCDC2B	0.0
EIF2C1	9.1548
FBXO48	4.2345
EIF2C3	6.3796
EIF2C2	8.0494
VEPH1	7.021
SNRPB2	9.4531
EXPH5	8.6852
ADIG	4.5621
DET1	6.877
RPS6KA4	8.8762
CP	13.9677
RMND5A	11.2466
RMND5B	9.0467
NRBF2	9.8034
KCNJ3	1.9038
KCNJ2	4.384
KCNJ1	0.7532
SFRP1	3.6615
SNORD10	0.0
KCNJ6	4.9931
KCNJ5	4.9931
KCNJ4	5.9384
LOC729991-MEF2B	5.6127
KCNJ9	0.0
KCNJ8	12.0432
SNORD19	0.0
NRADDP	0.7532
C9orf131	0.0
AGPAT6	11.3924
AGPAT5	8.0001
AGPAT4	4.7205
C9orf135	0.0
AGPAT2	10.5088
AGPAT1	11.5751
COL1A1	10.0741
C9orf139	1.6119
RCSD1	6.7813
KIAA1217	9.3763
KIAA1210	0.7532
KIAA1211	2.6969
AGPAT9	7.5022
MCL1	13.8187
ZNF788	3.4056
OR2J2	0.0
OR2J3	0.0
CMYA5	5.8209
FOXO3	11.0688
SDHC	12.9037
FOXO1	10.4192
LACRT	0.0
PPP2R1B	11.0067
FOXO4	9.8089
NIP7	8.7805
PEX10	9.5777
PEX13	10.0887
PEX12	8.7509
TMEM158	4.384
ANGEL2	9.1356
ANGEL1	8.4396
PEX16	10.0189
CDC37L1	10.1861
TCIRG1	10.5457
AP3B2	0.0
TFRC	10.4507
FRAT1	8.6876
PCDHB12	3.5811
NUF2	2.1465
UNCX	0.0
TGIF2LX	0.0
ZNF518B	5.5097
ODC1	10.1404
FLJ23867	3.9445
UBXN6	11.442
PIAS1	9.9121
SPAG4	7.1309
TMEM195	11.3877
AADAT	6.3435
SIGIRR	11.0921
FLI1	7.6225
ZNF518A	8.1538
ANXA8L2	4.5621
C19orf35	2.3542
C19orf34	0.0
LOC201651	6.8515
C19orf36	5.6143
C19orf30	0.0
C19orf33	3.8814
EPCAM	2.5357
PGA3	0.0
C19orf39	6.8168
C19orf38	5.8383
FAM154A	3.4961
KLHL6	6.3313
VCX3A	0.7532
FAM154B	2.3542
PPP1CB	11.9061
PPP1CC	10.5424
KLHL7	8.4537
MPPED1	6.7723
C11orf20	1.2455
C11orf21	1.9038
KLHL4	2.1465
C11orf24	10.259
C22orf25	9.4087
DCST1	0.0
COL6A1	11.3732
WBP2	12.0931
COL6A3	9.6592
COL6A2	10.2614
POM121	10.8037
RFXANK	8.906
COL6A6	0.0
WAPAL	9.9605
KLK12	0.0
KLK13	0.0
KLK10	0.0
KLK11	0.0
NDUFAF4	8.5832
METTL2A	7.8793
KLK14	0.0
KLK15	3.6615
GPR22	0.0
FAM71D	4.6033
FAM71B	0.0
FAM71C	0.0
FAM71A	0.0
ZNF625	3.9445
TRH	0.0
GPR20	1.2455
OGG1	8.9344
SPAG1	6.2163
C3orf33	6.0913
GPR21	1.2455
ALLC	0.0
C3orf32	0.7532
VSIG10	8.6876
GPR26	0.0
SESN3	6.1342
C3orf31	7.0362
GPR27	0.0
DENND3	7.6767
RWDD4A	8.2609
SLC34A2	4.1254
